1	2	3
31	233	1
31	234	3
31	235	1
31	237	1
31	239	1
31	242	2
31	243	1
31	246	4
31	248	2
31	250	2
31	252	1
31	253	1
31	256	2
31	257	1
31	259	1
31	265	5
31	266	1
31	267	1
31	268	1
31	272	1
31	277	4
31	283	3
31	287	5
31	294	2
31	299	1
31	301	1
31	302	1
31	303	1
31	304	1
31	307	1
31	309	3
31	310	1
31	311	5
31	314	1
31	324	1
31	325	1
31	328	1
31	329	2
31	330	2
31	331	2
32	46	2
32	47	1
32	51	2
32	53	1
32	54	3
32	56	1
32	57	2
32	58	2
32	64	1
32	65	1
32	67	1
32	68	1
32	69	2
32	70	1
32	71	4
32	72	2
32	73	1
32	76	1
32	77	2
32	78	1
32	79	2
32	80	1
32	83	1
32	84	3
32	85	3
32	86	3
32	88	1
32	96	1
32	97	1
32	98	1
32	99	2
32	100	2
32	102	2
32	103	1
32	108	2
32	109	1
32	111	4
32	119	1
32	127	1
32	132	1
32	135	2
32	136	2
32	137	1
32	138	1
32	139	1
32	147	1
32	148	1
32	149	1
32	153	2
32	156	1
32	157	1
32	158	1
32	161	1
32	169	1
32	173	1
32	174	1
32	175	1
32	179	1
32	181	2
32	184	3
32	185	1
32	188	1
32	192	1
32	193	1
32	195	1
32	198	1
32	200	1
32	202	1
32	208	1
32	212	3
32	213	1
32	217	2
32	219	4
32	220	3
32	223	2
32	226	1
32	229	1
32	233	1
32	236	1
32	237	1
32	239	2
32	243	2
32	244	1
32	245	1
32	246	4
32	248	1
32	251	1
32	257	2
32	258	2
32	259	5
32	261	2
32	262	1
32	263	1
32	264	1
32	268	1
32	272	2
32	277	1
32	279	3
32	282	1
32	287	4
32	288	1
32	294	1
32	300	4
32	303	1
32	304	1
32	305	1
32	306	1
32	308	1
32	309	2
32	311	2
32	312	2
32	313	1
32	314	1
32	315	1
32	316	5
32	317	1
32	320	1
32	323	1
32	324	1
32	326	1
32	328	1
32	330	1
33	43	1
33	51	1
33	53	1
33	56	1
33	57	1
33	58	1
33	59	1
33	64	1
33	66	1
33	70	1
33	74	1
33	75	1
33	79	1
33	90	1
33	91	1
33	92	1
33	97	1
33	105	1
33	109	1
33	110	1
33	111	1
33	112	2
33	119	1
33	121	1
33	125	1
33	131	3
33	132	1
33	136	2
33	139	1
33	144	1
33	148	1
33	151	1
33	156	3
33	157	1
33	158	1
33	159	1
33	161	1
33	163	1
33	164	1
33	165	2
33	167	1
33	169	1
33	170	1
33	172	2
33	173	1
33	176	3
33	184	1
33	195	1
33	201	1
33	205	2
33	206	3
33	213	1
33	217	2
33	223	5
33	228	3
33	229	3
33	231	1
33	233	2
33	234	1
33	236	3
33	239	2
33	240	1
33	241	3
33	242	1
33	247	1
33	252	1
33	255	1
33	259	1
33	261	1
33	262	1
33	265	1
33	267	1
33	273	2
33	274	1
33	277	1
33	278	1
33	286	2
33	290	3
33	297	1
33	298	1
33	302	2
33	305	1
33	306	1
33	307	2
33	308	1
33	311	1
33	312	2
33	316	1
33	317	1
33	319	2
33	320	2
33	329	1
33	333	3
34	38	2
34	39	1
34	40	1
34	41	1
34	47	1
34	52	1
34	53	1
34	56	2
34	57	1
34	61	1
34	69	1
34	72	1
34	73	2
34	77	2
34	79	1
34	82	2
34	83	1
34	88	1
34	91	1
34	94	1
34	95	3
34	98	1
34	99	1
34	100	2
34	111	3
34	112	1
34	123	1
34	131	2
34	132	2
34	133	1
34	135	2
34	144	1
34	145	2
34	152	1
34	159	1
34	162	1
34	164	1
34	167	1
34	170	1
34	173	1
34	174	2
34	175	3
34	179	1
34	180	2
34	182	1
34	183	1
34	184	2
34	186	2
34	187	1
34	189	2
34	190	1
34	198	1
34	202	4
34	204	1
34	208	1
34	210	1
34	212	1
34	220	3
34	230	1
34	232	1
34	234	1
34	240	1
34	245	1
34	246	4
34	248	2
34	249	1
34	252	4
34	253	2
34	256	5
34	277	2
34	279	1
34	280	1
34	291	1
34	301	6
34	302	1
34	303	2
34	304	2
34	307	1
34	310	1
34	311	1
34	312	3
34	314	1
34	319	1
34	325	1
34	326	1
34	328	2
34	329	1
34	332	1
34	333	1
35	42	1
35	43	1
35	46	1
35	50	1
35	51	6
35	54	3
35	55	2
35	56	1
35	64	1
35	68	2
35	70	4
35	74	1
35	80	1
35	81	1
35	85	1
35	86	1
35	90	1
35	91	1
35	94	1
35	96	1
35	97	1
35	105	1
35	107	1
35	110	1
35	111	3
35	113	1
35	118	2
35	119	1
35	124	1
35	125	1
35	128	2
35	129	2
35	130	1
35	131	3
35	132	1
35	134	1
35	136	1
35	137	2
35	141	1
35	142	1
35	144	1
35	147	1
35	148	2
35	153	1
35	155	1
35	156	1
35	157	1
35	158	2
35	161	1
35	163	1
35	164	1
35	167	1
35	169	1
35	172	2
35	173	2
35	174	1
35	175	1
35	176	3
35	177	1
35	178	4
35	182	2
35	184	1
35	186	1
35	188	1
35	192	1
35	193	1
35	201	2
35	203	1
35	204	2
35	205	2
35	206	1
35	207	2
35	209	2
35	223	3
35	226	1
35	230	1
35	233	2
35	234	3
35	236	3
35	239	3
35	240	1
35	244	1
35	247	1
35	248	2
35	252	1
35	253	1
35	257	1
35	259	5
35	260	3
35	266	1
35	268	1
35	273	1
35	274	2
35	277	1
35	279	1
35	280	1
35	281	1
35	283	1
35	284	1
35	285	1
35	289	1
35	292	1
35	294	1
35	296	1
35	299	1
35	300	1
35	302	1
35	308	1
35	314	1
35	317	2
35	320	2
35	321	1
35	322	1
35	323	1
35	324	1
35	329	1
35	330	1
35	333	2
36	39	1
36	40	1
36	41	1
36	44	1
36	46	1
36	55	1
36	56	1
36	57	2
36	58	1
36	61	1
36	62	1
36	65	1
36	67	1
36	71	1
36	72	3
36	73	5
36	76	1
36	82	1
36	83	1
36	88	1
36	94	2
36	97	1
36	100	3
36	101	2
36	102	2
36	110	3
36	111	1
36	116	1
36	131	1
36	135	2
36	138	2
36	143	1
36	151	1
36	154	2
36	162	1
36	163	1
36	166	1
36	167	1
36	173	1
36	176	2
36	184	1
36	198	1
36	199	1
36	202	1
36	203	2
36	204	1
36	206	2
36	207	1
36	212	1
36	217	1
36	219	1
36	229	1
36	237	3
36	240	1
36	246	2
36	248	1
36	256	3
36	258	1
36	265	1
36	275	1
36	276	2
36	277	3
36	279	3
36	282	1
36	294	1
36	295	1
36	300	1
36	301	1
36	309	3
36	311	1
36	313	1
36	315	1
36	316	1
36	325	1
36	328	2
36	329	3
36	331	1
37	51	3
37	53	1
37	54	5
37	55	1
37	56	1
37	58	1
37	60	1
37	70	2
37	76	1
37	78	1
37	79	1
37	90	3
37	99	1
37	100	1
37	107	2
37	118	8
37	119	2
37	120	5
37	125	1
37	128	1
37	130	2
37	131	1
37	132	2
37	133	1
37	134	1
37	135	1
37	136	1
37	137	2
37	141	1
37	145	2
37	158	1
37	171	2
37	172	1
37	173	1
37	174	1
37	175	1
37	178	1
37	193	1
37	194	1
37	200	1
37	201	2
37	207	2
37	212	2
37	217	1
37	218	1
37	223	1
37	226	1
37	228	2
37	229	2
37	233	2
37	236	1
37	238	1
37	240	1
37	241	1
37	243	1
37	244	1
37	246	1
37	247	1
37	256	1
37	259	7
37	260	4
37	262	4
37	263	2
37	268	3
37	269	1
37	270	1
37	272	3
37	274	1
37	276	1
37	279	4
37	286	1
37	290	1
37	305	1
37	307	1
37	312	1
37	313	1
37	314	1
37	316	2
37	319	1
37	322	1
38	39	1
38	41	1
38	47	2
38	49	1
38	51	1
38	52	1
38	56	1
38	59	1
38	63	1
38	69	2
38	70	1
38	71	1
38	73	2
38	82	1
38	83	1
38	95	2
38	97	6
38	107	1
38	109	4
38	111	3
38	112	1
38	132	2
38	140	1
38	159	2
38	166	1
38	170	1
38	174	1
38	175	1
38	176	1
38	183	2
38	184	5
38	187	2
38	194	1
38	196	3
38	198	1
38	202	1
38	204	1
38	210	1
38	217	1
38	225	1
38	228	1
38	230	1
38	233	1
38	234	2
38	237	2
38	238	1
38	240	2
38	246	5
38	247	1
38	252	2
38	253	2
38	256	3
38	257	2
38	265	3
38	277	4
38	283	2
38	287	4
38	295	1
38	296	2
38	301	4
38	303	2
38	304	2
38	307	2
38	309	1
38	311	2
38	312	2
38	325	1
38	328	1
38	329	1
38	330	1
38	331	1
39	40	5
39	44	1
39	46	5
39	47	1
39	49	10
39	56	1
39	60	1
39	61	1
39	62	1
39	69	1
39	72	1
39	79	1
39	81	2
39	82	1
39	83	2
39	84	1
39	85	1
39	92	1
39	98	1
39	99	1
39	103	2
39	104	5
39	107	1
39	109	3
39	117	1
39	118	1
39	122	1
39	123	1
39	125	1
39	131	1
39	132	2
39	135	2
39	136	1
39	138	1
39	143	1
39	157	1
39	159	1
39	165	1
39	168	5
39	179	1
39	181	1
39	183	1
39	184	1
39	185	1
39	187	1
39	189	1
39	198	1
39	200	1
39	202	2
39	203	1
39	210	1
39	211	1
39	212	2
39	215	3
39	218	1
39	220	2
39	222	1
39	224	2
39	225	1
39	229	1
39	234	2
39	239	1
39	240	2
39	246	5
39	248	2
39	251	2
39	252	1
39	256	1
39	263	1
39	264	2
39	265	1
39	266	1
39	269	1
39	270	1
39	273	1
39	275	2
39	277	1
39	279	8
39	280	1
39	281	1
39	282	1
39	283	1
39	287	3
39	288	1
39	294	1
39	296	1
39	301	2
39	303	3
39	304	2
39	307	3
39	309	1
39	310	1
39	311	1
39	312	2
39	316	1
39	325	2
39	327	2
39	328	1
39	331	1
39	333	1
40	44	1
40	46	3
40	47	1
40	49	5
40	61	1
40	62	2
40	65	1
40	67	2
40	69	1
40	81	2
40	82	1
40	83	4
40	86	2
40	91	1
40	102	1
40	103	1
40	104	1
40	109	2
40	110	1
40	122	1
40	123	1
40	125	1
40	132	1
40	135	2
40	138	2
40	142	1
40	143	1
40	145	1
40	149	1
40	151	1
40	156	1
40	158	1
40	168	2
40	192	1
40	212	1
40	215	1
40	216	1
40	218	1
40	219	1
40	221	1
40	222	1
40	224	2
40	225	2
40	229	1
40	232	1
40	234	1
40	240	1
40	245	1
40	248	2
40	249	1
40	251	1
40	252	1
40	254	1
40	261	1
40	263	1
40	264	2
40	265	1
40	266	1
40	273	1
40	275	1
40	276	1
40	279	5
40	283	1
40	286	1
40	287	2
40	288	2
40	291	1
40	294	1
40	301	1
40	303	1
40	307	1
40	310	1
40	312	2
40	315	1
40	316	1
40	317	1
40	324	1
40	326	2
40	333	1
41	44	1
41	46	4
41	47	1
41	48	1
41	49	1
41	51	1
41	52	2
41	53	1
41	56	2
41	57	2
41	59	2
41	60	1
41	62	1
41	66	1
41	67	3
41	70	1
41	72	3
41	73	5
41	75	2
41	77	1
41	81	1
41	82	2
41	89	1
41	95	5
41	97	3
41	98	1
41	100	1
41	101	1
41	103	1
41	105	1
41	110	1
41	111	5
41	115	1
41	117	1
41	121	1
41	123	3
41	127	1
41	132	2
41	138	1
41	143	2
41	150	1
41	151	1
41	154	2
41	158	1
41	162	1
41	163	1
41	167	3
41	168	3
41	170	2
41	172	1
41	173	2
41	176	1
41	178	1
41	179	1
41	181	1
41	183	4
41	184	9
41	186	2
41	187	4
41	191	1
41	195	1
41	196	4
41	197	1
41	198	3
41	202	3
41	203	1
41	204	1
41	206	1
41	207	2
41	208	1
41	211	2
41	213	1
41	214	1
41	217	1
41	219	3
41	220	1
41	222	1
41	230	3
41	234	2
41	237	2
41	239	2
41	242	2
41	244	1
41	246	6
41	249	1
41	250	2
41	252	3
41	253	1
41	255	2
41	256	4
41	257	2
41	265	4
41	272	1
41	277	4
41	282	2
41	283	1
41	287	6
41	290	1
41	293	1
41	294	2
41	296	1
41	300	3
41	301	5
41	303	5
41	304	3
41	307	3
41	309	3
41	311	2
41	312	3
41	313	2
41	325	5
41	328	1
41	329	2
41	330	2
41	331	2
41	332	3
42	43	9
42	50	13
42	51	6
42	56	1
42	57	1
42	60	1
42	62	2
42	66	1
42	67	2
42	68	1
42	69	2
42	70	2
42	73	1
42	79	3
42	80	1
42	87	1
42	91	1
42	92	1
42	93	2
42	96	1
42	101	1
42	102	1
42	106	1
42	107	1
42	111	1
42	122	1
42	124	1
42	125	1
42	129	1
42	130	1
42	131	1
42	132	3
42	136	3
42	137	3
42	142	3
42	145	1
42	148	4
42	156	2
42	157	1
42	158	1
42	165	1
42	169	2
42	173	1
42	177	1
42	182	6
42	185	1
42	192	1
42	193	1
42	195	7
42	199	1
42	207	6
42	215	2
42	216	2
42	219	2
42	220	1
42	223	3
42	224	1
42	225	1
42	228	2
42	229	1
42	231	1
42	233	3
42	234	3
42	235	1
42	236	9
42	238	2
42	239	4
42	243	2
42	244	1
42	246	1
42	252	1
42	268	1
42	277	2
42	279	3
42	280	1
42	284	1
42	286	1
42	290	1
42	292	2
42	293	1
42	297	6
42	298	5
42	299	2
42	301	1
42	305	4
42	306	3
42	308	6
42	310	1
42	316	5
42	317	5
42	318	3
42	319	5
42	320	7
42	321	1
42	322	4
42	323	8
42	324	6
42	327	1
42	333	2
43	46	2
43	50	9
43	51	7
43	53	2
43	54	1
43	57	2
43	60	1
43	62	1
43	65	1
43	66	1
43	67	5
43	68	4
43	69	2
43	70	3
43	73	1
43	74	1
43	76	1
43	78	1
43	79	6
43	80	1
43	85	1
43	87	2
43	89	2
43	90	1
43	91	2
43	93	1
43	99	1
43	106	2
43	107	2
43	108	1
43	111	2
43	118	1
43	122	1
43	128	1
43	129	3
43	130	1
43	131	4
43	132	6
43	136	4
43	137	3
43	142	8
43	145	3
43	146	1
43	148	4
43	157	2
43	158	3
43	160	1
43	165	1
43	167	1
43	169	2
43	172	1
43	173	1
43	174	1
43	175	1
43	177	2
43	180	1
43	182	8
43	185	1
43	186	1
43	188	1
43	192	1
43	193	4
43	195	6
43	199	1
43	200	1
43	201	1
43	207	6
43	212	1
43	213	1
43	215	3
43	217	1
43	219	1
43	223	7
43	224	1
43	225	2
43	228	4
43	229	2
43	230	1
43	231	4
43	232	1
43	233	2
43	234	4
43	235	1
43	236	9
43	239	3
43	240	1
43	241	1
43	243	2
43	244	1
43	246	1
43	247	1
43	251	2
43	252	1
43	256	3
43	259	1
43	268	2
43	271	1
43	274	1
43	277	1
43	279	5
43	280	1
43	286	1
43	290	2
43	292	2
43	293	1
43	297	8
43	298	6
43	299	2
43	301	1
43	305	7
43	306	5
43	308	6
43	311	2
43	312	1
43	316	8
43	317	4
43	318	5
43	319	7
43	320	15
43	322	7
43	323	11
43	324	3
43	327	2
43	333	3
44	45	10
44	46	5
44	47	1
44	48	2
44	49	1
44	51	6
44	53	1
44	54	3
44	57	3
44	58	3
44	60	1
44	61	3
44	62	4
44	63	1
44	64	2
44	66	3
44	67	9
44	68	3
44	69	6
44	70	2
44	71	1
44	72	5
44	73	1
44	74	2
44	75	1
44	76	3
44	77	2
44	79	11
44	80	1
44	81	1
44	83	1
44	84	1
44	85	8
44	86	2
44	89	1
44	92	1
44	93	2
44	95	1
44	99	1
44	100	2
44	102	2
44	104	2
44	108	1
44	109	1
44	110	1
44	111	2
44	113	1
44	114	3
44	116	1
44	117	3
44	118	1
44	120	1
44	122	1
44	123	2
44	125	1
44	127	2
44	129	2
44	130	2
44	131	27
44	132	10
44	135	5
44	138	2
44	142	3
44	143	4
44	145	6
44	147	2
44	148	1
44	156	2
44	160	2
44	168	1
44	171	1
44	172	1
44	175	2
44	176	2
44	178	1
44	180	1
44	181	1
44	183	1
44	184	1
44	185	1
44	189	1
44	190	5
44	192	2
44	194	10
44	195	1
44	196	1
44	198	1
44	200	4
44	201	1
44	202	2
44	203	1
44	205	1
44	207	2
44	208	2
44	209	1
44	210	1
44	212	3
44	213	1
44	214	1
44	215	8
44	216	1
44	217	4
44	219	5
44	221	1
44	222	1
44	223	12
44	224	2
44	227	6
44	228	3
44	229	2
44	230	1
44	231	4
44	232	2
44	233	3
44	234	2
44	235	2
44	237	1
44	240	2
44	242	2
44	243	1
44	244	6
44	245	4
44	246	5
44	248	1
44	252	2
44	254	1
44	255	1
44	258	1
44	259	4
44	262	1
44	263	1
44	264	2
44	265	5
44	266	1
44	268	1
44	269	1
44	271	5
44	272	1
44	273	1
44	274	1
44	275	1
44	276	1
44	278	1
44	279	7
44	280	1
44	281	1
44	282	1
44	283	1
44	284	2
44	285	6
44	287	6
44	288	1
44	289	6
44	291	2
44	294	1
44	295	1
44	296	2
44	299	1
44	302	6
44	303	2
44	305	2
44	306	3
44	307	3
44	308	3
44	309	3
44	310	2
44	311	1
44	312	4
44	313	4
44	315	2
44	316	12
44	317	1
44	318	1
44	319	5
44	320	4
44	321	3
44	322	2
44	324	3
44	326	2
44	327	5
44	328	1
44	329	1
44	333	1
45	46	2
45	47	1
45	51	4
45	54	5
45	55	1
45	57	3
45	58	1
45	60	2
45	61	1
45	62	1
45	66	1
45	67	1
45	69	3
45	70	1
45	72	1
45	73	1
45	75	1
45	77	2
45	78	1
45	79	6
45	80	1
45	81	1
45	82	1
45	84	2
45	85	4
45	90	1
45	91	1
45	93	1
45	99	1
45	100	1
45	102	1
45	104	1
45	107	1
45	108	1
45	116	1
45	117	2
45	119	1
45	120	1
45	121	1
45	124	1
45	127	1
45	128	1
45	131	11
45	132	4
45	135	1
45	138	1
45	139	1
45	142	1
45	145	3
45	146	1
45	147	2
45	149	1
45	153	1
45	156	2
45	160	2
45	171	1
45	176	1
45	180	1
45	185	2
45	188	1
45	190	1
45	192	1
45	194	8
45	199	1
45	200	1
45	202	2
45	207	1
45	208	3
45	209	1
45	210	1
45	213	1
45	214	1
45	215	5
45	216	1
45	217	2
45	218	1
45	219	2
45	220	1
45	223	12
45	224	1
45	227	3
45	230	1
45	231	1
45	232	1
45	233	1
45	235	2
45	236	2
45	237	1
45	238	1
45	240	1
45	244	3
45	245	2
45	246	6
45	252	1
45	257	1
45	258	1
45	259	2
45	260	1
45	262	1
45	265	2
45	266	1
45	268	1
45	269	1
45	270	1
45	271	2
45	272	1
45	277	1
45	279	3
45	281	1
45	283	1
45	285	7
45	287	5
45	289	9
45	291	1
45	292	1
45	293	1
45	296	1
45	302	3
45	303	2
45	304	2
45	309	2
45	312	4
45	313	4
45	315	2
45	316	7
45	319	2
45	320	1
45	324	1
45	327	4
45	328	1
45	329	1
45	330	1
46	47	3
46	49	4
46	51	4
46	53	3
46	54	4
46	56	4
46	57	7
46	58	1
46	59	1
46	61	1
46	62	4
46	64	1
46	65	1
46	67	5
46	68	1
46	69	4
46	70	3
46	71	6
46	72	2
46	73	2
46	74	1
46	75	2
46	76	2
46	77	9
46	78	1
46	79	7
46	82	3
46	83	2
46	84	3
46	86	2
46	89	1
46	93	1
46	94	2
46	95	1
46	96	1
46	97	3
46	98	2
46	99	1
46	100	2
46	101	2
46	102	4
46	103	4
46	104	6
46	106	1
46	107	2
46	108	1
46	109	5
46	110	2
46	111	5
46	113	1
46	116	1
46	117	2
46	118	2
46	122	4
46	123	3
46	125	2
46	126	1
46	127	1
46	129	1
46	131	10
46	132	11
46	133	1
46	135	2
46	136	4
46	138	4
46	141	2
46	142	4
46	143	1
46	144	2
46	145	3
46	146	2
46	148	4
46	149	1
46	152	1
46	154	2
46	155	1
46	156	1
46	157	4
46	158	2
46	160	1
46	163	1
46	164	1
46	166	1
46	167	2
46	168	6
46	169	1
46	170	1
46	171	1
46	172	1
46	173	2
46	174	2
46	175	4
46	176	4
46	177	1
46	178	1
46	179	1
46	180	1
46	181	2
46	182	2
46	183	4
46	184	5
46	185	4
46	186	1
46	187	1
46	188	2
46	189	2
46	191	1
46	192	2
46	194	3
46	196	3
46	197	1
46	198	2
46	199	2
46	200	3
46	202	4
46	203	2
46	205	2
46	207	2
46	208	4
46	209	2
46	210	2
46	211	3
46	212	5
46	213	1
46	214	2
46	215	3
46	217	2
46	219	4
46	220	4
46	222	3
46	223	5
46	224	1
46	225	3
46	226	2
46	227	1
46	228	2
46	229	2
46	230	3
46	231	2
46	232	1
46	233	2
46	234	4
46	236	2
46	238	1
46	239	4
46	240	3
46	242	1
46	244	1
46	245	3
46	246	10
46	247	2
46	248	4
46	250	1
46	251	3
46	252	3
46	253	1
46	254	1
46	255	1
46	256	4
46	257	1
46	258	3
46	259	3
46	263	1
46	265	3
46	266	2
46	269	2
46	272	3
46	273	1
46	275	2
46	277	2
46	279	6
46	280	1
46	281	1
46	282	1
46	283	1
46	287	9
46	288	3
46	291	1
46	292	1
46	293	1
46	294	2
46	295	3
46	296	2
46	297	2
46	298	2
46	299	1
46	300	2
46	301	3
46	302	1
46	303	4
46	304	3
46	305	2
46	306	1
46	307	4
46	308	1
46	309	3
46	310	4
46	311	5
46	312	4
46	313	2
46	314	1
46	316	5
46	317	1
46	318	1
46	319	5
46	320	6
46	321	1
46	323	2
46	324	3
46	325	2
46	326	3
46	327	2
46	328	2
46	329	2
46	330	2
46	331	1
46	333	2
47	48	5
47	49	1
47	51	4
47	52	1
47	54	3
47	56	1
47	57	1
47	58	2
47	59	1
47	62	4
47	65	2
47	67	3
47	70	2
47	71	1
47	72	1
47	73	2
47	75	1
47	77	4
47	78	1
47	80	1
47	82	1
47	83	2
47	85	1
47	86	1
47	93	1
47	95	3
47	97	2
47	98	1
47	99	1
47	103	1
47	105	1
47	107	1
47	109	1
47	111	4
47	122	2
47	123	1
47	127	2
47	131	8
47	132	7
47	135	2
47	136	5
47	138	2
47	142	2
47	145	3
47	146	1
47	147	1
47	149	1
47	153	2
47	154	1
47	156	1
47	157	2
47	159	1
47	160	1
47	161	1
47	162	1
47	163	1
47	166	1
47	167	1
47	168	1
47	174	4
47	175	4
47	179	1
47	180	1
47	181	1
47	184	2
47	185	4
47	186	1
47	187	1
47	188	4
47	194	5
47	196	1
47	198	1
47	202	4
47	208	2
47	210	1
47	213	1
47	214	1
47	215	2
47	219	3
47	222	3
47	223	1
47	225	3
47	226	1
47	228	2
47	231	3
47	232	1
47	233	1
47	234	8
47	236	2
47	237	1
47	238	1
47	239	1
47	240	1
47	244	1
47	245	3
47	246	5
47	247	2
47	248	2
47	250	1
47	251	1
47	252	3
47	253	2
47	254	1
47	256	6
47	257	1
47	258	1
47	261	1
47	263	1
47	265	5
47	266	1
47	275	2
47	276	1
47	277	5
47	279	2
47	281	1
47	285	1
47	287	7
47	288	2
47	289	2
47	291	3
47	292	1
47	294	5
47	297	1
47	300	1
47	301	3
47	302	1
47	303	1
47	305	1
47	307	4
47	309	1
47	310	1
47	311	2
47	312	2
47	315	1
47	316	6
47	317	3
47	318	1
47	319	4
47	320	3
47	323	1
47	324	3
47	325	1
47	326	1
47	327	1
47	328	1
48	51	5
48	56	3
48	57	1
48	58	1
48	64	2
48	66	1
48	67	2
48	68	1
48	69	1
48	70	2
48	74	1
48	76	2
48	77	1
48	79	1
48	81	1
48	92	1
48	93	2
48	94	1
48	95	1
48	105	1
48	106	1
48	107	1
48	110	1
48	111	2
48	115	1
48	121	1
48	123	2
48	124	1
48	127	2
48	131	9
48	132	1
48	135	1
48	136	1
48	145	9
48	148	2
48	150	1
48	151	1
48	154	2
48	156	1
48	157	2
48	160	1
48	167	1
48	174	7
48	175	10
48	176	1
48	179	1
48	183	1
48	184	2
48	191	1
48	194	4
48	197	1
48	198	1
48	201	1
48	206	1
48	207	1
48	216	1
48	217	1
48	219	1
48	220	1
48	221	1
48	223	4
48	225	1
48	229	2
48	231	2
48	232	1
48	234	5
48	235	1
48	238	1
48	239	2
48	240	3
48	242	1
48	245	2
48	246	5
48	247	1
48	248	3
48	251	2
48	252	1
48	257	1
48	261	1
48	263	1
48	265	9
48	266	2
48	269	1
48	273	1
48	275	1
48	276	1
48	277	1
48	279	2
48	281	2
48	283	1
48	284	1
48	286	1
48	287	4
48	289	1
48	290	1
48	291	2
48	294	6
48	303	1
48	304	1
48	307	3
48	310	1
48	311	1
48	312	4
48	316	2
48	333	1
49	56	1
49	60	1
49	62	2
49	81	2
49	82	2
49	83	1
49	84	1
49	92	1
49	95	1
49	98	1
49	103	1
49	104	2
49	107	1
49	109	2
49	117	1
49	118	1
49	122	1
49	123	1
49	125	1
49	131	1
49	132	2
49	135	1
49	136	1
49	143	1
49	157	2
49	165	1
49	168	3
49	179	1
49	181	1
49	183	1
49	184	1
49	185	1
49	187	2
49	198	1
49	200	1
49	202	4
49	203	1
49	210	2
49	212	1
49	215	2
49	218	1
49	219	1
49	220	1
49	222	1
49	224	2
49	225	2
49	229	1
49	234	2
49	240	3
49	246	2
49	248	1
49	251	1
49	254	1
49	256	2
49	263	1
49	264	2
49	265	1
49	266	1
49	270	1
49	273	1
49	275	1
49	277	2
49	279	4
49	282	1
49	283	1
49	287	2
49	288	1
49	294	1
49	296	1
49	301	2
49	303	2
49	307	2
49	310	1
49	311	1
49	312	2
49	316	1
49	325	1
49	328	1
49	333	1
50	51	7
50	54	1
50	57	1
50	60	1
50	62	2
50	66	1
50	67	1
50	68	1
50	69	2
50	70	3
50	73	1
50	79	4
50	80	1
50	87	1
50	91	1
50	92	1
50	93	2
50	96	1
50	102	1
50	106	1
50	107	1
50	111	1
50	124	1
50	125	1
50	129	1
50	130	1
50	131	2
50	132	3
50	136	3
50	137	3
50	138	1
50	142	3
50	143	1
50	145	1
50	148	4
50	156	2
50	157	2
50	158	1
50	165	1
50	169	2
50	173	1
50	177	1
50	180	1
50	182	7
50	184	1
50	185	1
50	193	1
50	195	6
50	199	1
50	207	5
50	215	2
50	216	1
50	219	3
50	223	3
50	225	1
50	226	1
50	228	2
50	229	1
50	230	1
50	231	1
50	233	3
50	234	3
50	235	1
50	236	10
50	238	1
50	239	3
50	243	2
50	244	2
50	246	1
50	248	1
50	258	1
50	268	1
50	277	1
50	279	3
50	280	1
50	284	1
50	286	1
50	290	1
50	292	2
50	293	1
50	297	5
50	298	4
50	299	2
50	301	1
50	305	4
50	306	3
50	308	6
50	316	6
50	317	5
50	318	2
50	319	6
50	320	8
50	321	1
50	322	4
50	323	8
50	324	4
50	327	1
50	329	1
50	333	2
51	52	1
51	54	6
51	55	2
51	56	7
51	57	3
51	58	3
51	59	5
51	60	2
51	62	3
51	63	3
51	64	1
51	65	2
51	67	5
51	68	3
51	69	3
51	70	58
51	71	1
51	72	3
51	73	3
51	74	3
51	75	3
51	76	3
51	77	2
51	78	2
51	79	8
51	80	3
51	81	4
51	84	1
51	85	4
51	86	2
51	87	4
51	88	2
51	89	5
51	90	10
51	91	4
51	92	3
51	93	5
51	94	8
51	95	1
51	96	6
51	97	3
51	98	2
51	99	1
51	100	2
51	102	2
51	103	2
51	104	1
51	105	2
51	106	4
51	107	10
51	108	3
51	110	3
51	111	15
51	112	2
51	113	1
51	114	1
51	115	1
51	116	1
51	117	2
51	118	12
51	119	7
51	120	4
51	121	1
51	122	2
51	123	7
51	124	1
51	125	3
51	126	2
51	128	5
51	129	6
51	130	5
51	131	16
51	132	11
51	134	3
51	135	1
51	136	13
51	137	3
51	139	1
51	141	2
51	142	6
51	143	2
51	144	1
51	145	8
51	146	2
51	147	3
51	148	9
51	149	2
51	150	2
51	151	5
51	152	3
51	153	2
51	154	3
51	155	1
51	156	3
51	157	9
51	158	5
51	159	2
51	161	4
51	162	2
51	163	4
51	164	2
51	165	5
51	166	2
51	167	4
51	169	3
51	171	6
51	172	1
51	173	7
51	174	6
51	175	7
51	176	8
51	177	3
51	178	5
51	179	2
51	180	5
51	181	3
51	182	10
51	183	4
51	184	7
51	186	7
51	188	1
51	191	2
51	192	4
51	193	5
51	194	11
51	195	6
51	196	8
51	197	2
51	198	5
51	199	1
51	200	3
51	201	10
51	202	1
51	203	3
51	204	5
51	205	7
51	206	8
51	207	7
51	208	3
51	209	2
51	210	1
51	211	3
51	213	4
51	214	5
51	215	7
51	216	5
51	217	7
51	219	2
51	220	3
51	221	6
51	222	1
51	223	13
51	224	2
51	228	20
51	229	7
51	230	9
51	231	8
51	232	5
51	233	11
51	234	10
51	235	4
51	236	14
51	237	2
51	238	7
